Driver,Trip,Week,Treatment,AgeGroup,Gender
1,1,1,0,3,1
1,16,1,0,3,1
1,17,1,0,3,1
1,18,1,0,3,1
1,19,1,0,3,1
1,42,2,0,3,1
1,43,2,0,3,1
1,47,2,0,3,1
1,48,2,0,3,1
1,49,2,0,3,1
1,53,2,0,3,1
1,54,2,0,3,1
1,55,2,0,3,1
1,65,3,1,3,1
1,66,3,1,3,1
1,102,3,1,3,1
1,103,3,1,3,1
1,126,4,1,3,1
1,127,4,1,3,1
1,155,4,1,3,1
1,157,4,1,3,1
1,174,5,1,3,1
1,175,5,1,3,1
1,181,5,1,3,1
1,182,5,1,3,1
1,183,5,1,3,1
2,1,1,0,1,1
2,6,1,0,1,1
2,14,1,0,1,1
2,22,1,0,1,1
2,23,1,0,1,1
2,37,1,0,1,1
2,39,1,0,1,1
2,72,2,0,1,1
2,78,3,1,1,1
2,80,3,1,1,1
2,87,3,1,1,1
2,90,3,1,1,1
2,91,3,1,1,1
2,94,3,1,1,1
2,126,4,1,1,1
2,131,4,1,1,1
2,132,4,1,1,1
2,137,4,1,1,1
2,138,4,1,1,1
2,139,4,1,1,1
2,140,4,1,1,1
2,148,4,1,1,1
2,149,4,1,1,1
2,150,4,1,1,1
2,174,5,1,1,1
2,175,5,1,1,1
2,187,5,1,1,1
2,188,5,1,1,1
2,190,5,1,1,1
2,204,5,1,1,1
2,205,5,1,1,1
2,236,6,1,1,1
2,237,6,1,1,1
2,238,6,1,1,1
2,249,6,1,1,1
2,253,6,1,1,1
2,254,6,1,1,1
2,255,6,1,1,1
2,281,7,1,1,1
2,286,7,1,1,1
3,1,1,0,3,2
3,159,6,1,3,2
3,180,6,1,3,2
4,2,1,0,1,1
4,6,1,0,1,1
4,19,1,0,1,1
4,22,1,0,1,1
4,30,1,0,1,1
4,31,1,0,1,1
4,33,1,0,1,1
4,38,1,0,1,1
4,41,1,0,1,1
4,44,1,0,1,1
4,46,2,0,1,1
4,49,2,0,1,1
4,74,2,0,1,1
4,77,2,0,1,1
4,80,2,0,1,1
4,81,2,0,1,1
4,83,2,0,1,1
4,85,2,0,1,1
4,97,3,1,1,1
4,99,3,1,1,1
4,121,3,1,1,1
4,122,3,1,1,1
4,124,3,1,1,1
4,125,3,1,1,1
4,126,4,1,1,1
4,129,4,1,1,1
4,140,4,1,1,1
4,143,4,1,1,1
4,148,4,1,1,1
4,151,4,1,1,1
4,158,4,1,1,1
4,160,4,1,1,1
4,163,4,1,1,1
4,166,4,1,1,1
4,167,4,1,1,1
4,169,4,1,1,1
4,177,4,1,1,1
4,178,4,1,1,1
4,186,4,1,1,1
4,187,4,1,1,1
4,189,5,1,1,1
4,194,5,1,1,1
4,199,5,1,1,1
4,201,5,1,1,1
4,205,5,1,1,1
4,207,5,1,1,1
4,208,5,1,1,1
4,235,5,1,1,1
4,239,6,1,1,1
4,242,6,1,1,1
4,251,6,1,1,1
4,252,6,1,1,1
4,279,6,1,1,1
4,280,6,1,1,1
4,291,6,1,1,1
4,292,6,1,1,1
4,294,7,1,1,1
4,296,7,1,1,1
5,1,1,0,3,1
5,6,1,0,3,1
5,7,1,0,3,1
5,9,1,0,3,1
5,14,1,0,3,1
5,15,1,0,3,1
5,18,1,0,3,1
5,19,1,0,3,1
5,20,1,0,3,1
5,21,1,0,3,1
5,22,1,0,3,1
5,25,1,0,3,1
5,26,2,0,3,1
5,28,2,0,3,1
5,33,2,0,3,1
5,34,2,0,3,1
5,49,2,0,3,1
5,54,2,0,3,1
5,55,2,0,3,1
5,57,2,0,3,1
5,62,2,0,3,1
5,63,2,0,3,1
5,65,3,1,3,1
5,73,3,1,3,1
5,75,3,1,3,1
5,82,3,1,3,1
5,83,3,1,3,1
5,84,3,1,3,1
5,90,3,1,3,1
5,91,3,1,3,1
5,93,3,1,3,1
5,96,3,1,3,1
5,99,3,1,3,1
5,102,3,1,3,1
5,103,3,1,3,1
5,104,3,1,3,1
5,105,3,1,3,1
5,109,3,1,3,1
5,111,4,1,3,1
5,112,4,1,3,1
5,113,4,1,3,1
5,122,4,1,3,1
5,125,4,1,3,1
5,126,4,1,3,1
5,128,4,1,3,1
5,129,4,1,3,1
5,131,4,1,3,1
5,135,4,1,3,1
5,137,4,1,3,1
5,143,4,1,3,1
5,145,4,1,3,1
5,146,4,1,3,1
5,147,4,1,3,1
5,149,4,1,3,1
5,152,5,1,3,1
5,153,5,1,3,1
5,162,5,1,3,1
5,163,5,1,3,1
5,166,5,1,3,1
5,169,5,1,3,1
5,170,5,1,3,1
5,172,5,1,3,1
5,173,5,1,3,1
5,175,5,1,3,1
5,180,6,1,3,1
5,181,6,1,3,1
5,182,6,1,3,1
5,183,6,1,3,1
5,184,6,1,3,1
5,185,6,1,3,1
5,186,6,1,3,1
5,189,6,1,3,1
5,190,6,1,3,1
5,192,6,1,3,1
5,193,6,1,3,1
5,195,6,1,3,1
5,208,6,1,3,1
5,211,6,1,3,1
5,212,6,1,3,1
5,214,7,1,3,1
5,215,7,1,3,1
6,1,1,0,3,2
6,7,1,0,3,2
6,9,1,0,3,2
6,12,1,0,3,2
6,15,1,0,3,2
6,48,2,0,3,2
6,49,2,0,3,2
6,61,2,0,3,2
6,62,2,0,3,2
6,84,3,1,3,2
6,85,3,1,3,2
6,106,4,1,3,2
6,126,5,1,3,2
6,130,5,1,3,2
6,137,5,1,3,2
6,138,5,1,3,2
6,140,5,1,3,2
6,142,5,1,3,2
6,161,6,1,3,2
6,164,6,1,3,2
6,172,7,1,3,2
7,9,1,0,3,2
7,10,1,0,3,2
7,12,1,0,3,2
7,15,1,0,3,2
7,36,2,0,3,2
7,37,2,0,3,2
7,38,2,0,3,2
7,39,2,0,3,2
7,40,2,0,3,2
7,43,3,1,3,2
7,45,3,1,3,2
7,67,5,1,3,2
7,69,5,1,3,2
7,73,5,1,3,2
7,80,5,1,3,2
7,81,5,1,3,2
7,93,6,1,3,2
8,22,1,0,2,2
8,24,1,0,2,2
8,45,2,0,2,2
8,76,2,0,2,2
8,77,2,0,2,2
8,78,2,0,2,2
8,80,2,0,2,2
8,81,2,0,2,2
8,82,2,0,2,2
8,84,2,0,2,2
8,85,2,0,2,2
8,86,3,1,2,2
8,87,3,1,2,2
8,88,3,1,2,2
8,89,3,1,2,2
8,90,3,1,2,2
8,91,3,1,2,2
8,93,3,1,2,2
8,95,3,1,2,2
8,96,3,1,2,2
8,97,3,1,2,2
8,112,3,1,2,2
8,113,3,1,2,2
8,126,3,1,2,2
8,127,3,1,2,2
8,128,3,1,2,2
8,129,3,1,2,2
8,130,3,1,2,2
8,131,3,1,2,2
8,132,3,1,2,2
8,133,3,1,2,2
8,137,4,1,2,2
8,138,4,1,2,2
8,141,4,1,2,2
8,142,4,1,2,2
8,143,4,1,2,2
8,144,4,1,2,2
8,145,4,1,2,2
8,148,4,1,2,2
8,150,4,1,2,2
8,152,4,1,2,2
8,153,4,1,2,2
8,208,5,1,2,2
8,209,5,1,2,2
10,9,1,0,1,2
10,10,1,0,1,2
10,13,1,0,1,2
10,14,1,0,1,2
10,16,1,0,1,2
10,17,1,0,1,2
10,18,2,0,1,2
10,19,2,0,1,2
10,26,2,0,1,2
10,27,2,0,1,2
10,30,2,0,1,2
10,31,3,1,1,2
10,32,3,1,1,2
10,33,3,1,1,2
10,40,4,1,1,2
10,41,4,1,1,2
10,42,4,1,1,2
10,43,4,1,1,2
10,61,4,1,1,2
10,62,4,1,1,2
10,65,5,1,1,2
10,66,5,1,1,2
10,70,5,1,1,2
10,71,5,1,1,2
10,73,5,1,1,2
10,76,5,1,1,2
10,87,5,1,1,2
10,92,5,1,1,2
10,93,5,1,1,2
10,94,6,1,1,2
10,95,6,1,1,2
10,97,6,1,1,2
10,98,6,1,1,2
10,100,6,1,1,2
10,101,6,1,1,2
10,113,6,1,1,2
11,1,1,0,2,2
11,44,3,1,2,2
11,45,3,1,2,2
11,46,3,1,2,2
11,48,3,1,2,2
11,58,3,1,2,2
11,59,3,1,2,2
11,72,3,1,2,2
11,74,3,1,2,2
11,77,3,1,2,2
11,78,3,1,2,2
11,79,3,1,2,2
11,80,4,1,2,2
11,83,4,1,2,2
11,94,5,1,2,2
11,97,5,1,2,2
11,101,5,1,2,2
11,107,5,1,2,2
11,108,5,1,2,2
11,109,5,1,2,2
11,110,5,1,2,2
11,111,5,1,2,2
11,117,6,1,2,2
11,119,6,1,2,2
11,124,7,1,2,2
12,1,1,0,2,2
12,37,2,0,2,2
12,38,2,0,2,2
12,58,3,1,2,2
12,59,3,1,2,2
12,110,5,1,2,2
12,111,5,1,2,2
12,121,5,1,2,2
12,123,5,1,2,2
12,155,7,1,2,2
13,1,1,0,2,2
13,8,1,0,2,2
13,9,1,0,2,2
13,33,2,0,2,2
13,34,2,0,2,2
13,38,2,0,2,2
13,40,2,0,2,2
13,42,2,0,2,2
13,43,2,0,2,2
13,46,2,0,2,2
13,47,2,0,2,2
13,54,2,0,2,2
13,62,3,1,2,2
13,63,3,1,2,2
13,127,5,1,2,2
13,134,5,1,2,2
13,135,5,1,2,2
13,136,5,1,2,2
13,143,6,1,2,2
14,1,1,0,2,1
14,6,1,0,2,1
14,8,1,0,2,1
14,28,1,0,2,1
14,53,2,0,2,1
14,57,2,0,2,1
14,58,2,0,2,1
14,68,2,0,2,1
14,75,3,1,2,1
14,93,4,1,2,1
14,103,4,1,2,1
14,104,4,1,2,1
14,106,4,1,2,1
14,107,4,1,2,1
14,121,4,1,2,1
14,122,4,1,2,1
14,145,5,1,2,1
14,161,5,1,2,1
14,162,5,1,2,1
14,182,6,1,2,1
14,189,6,1,2,1
14,190,6,1,2,1
14,194,6,1,2,1
14,195,6,1,2,1
14,198,6,1,2,1
14,200,6,1,2,1
14,205,7,1,2,1
15,4,1,0,3,2
15,27,2,0,3,2
15,35,2,0,3,2
15,37,2,0,3,2
15,51,2,0,3,2
15,57,2,0,3,2
15,62,3,1,3,2
15,65,3,1,3,2
15,66,3,1,3,2
15,67,3,1,3,2
15,82,3,1,3,2
15,83,3,1,3,2
15,87,3,1,3,2
15,89,3,1,3,2
15,101,4,1,3,2
15,112,4,1,3,2
15,114,5,1,3,2
15,120,5,1,3,2
15,121,5,1,3,2
15,125,5,1,3,2
15,131,5,1,3,2
15,136,5,1,3,2
15,139,5,1,3,2
15,143,6,1,3,2
15,146,6,1,3,2
15,174,6,1,3,2
15,176,6,1,3,2
16,2,1,0,1,1
16,3,1,0,1,1
16,6,1,0,1,1
16,8,1,0,1,1
16,10,1,0,1,1
16,13,1,0,1,1
16,21,1,0,1,1
16,22,1,0,1,1
16,27,2,0,1,1
16,32,2,0,1,1
16,33,2,0,1,1
16,36,2,0,1,1
16,39,2,0,1,1
16,40,2,0,1,1
16,41,2,0,1,1
16,42,2,0,1,1
16,43,2,0,1,1
16,45,2,0,1,1
16,47,3,1,1,1
16,48,3,1,1,1
16,49,3,1,1,1
16,52,3,1,1,1
16,53,3,1,1,1
16,56,3,1,1,1
16,57,3,1,1,1
16,58,3,1,1,1
16,62,4,1,1,1
16,66,4,1,1,1
16,70,4,1,1,1
16,71,4,1,1,1
16,72,4,1,1,1
16,75,4,1,1,1
16,76,4,1,1,1
16,78,4,1,1,1
16,79,5,1,1,1
16,82,5,1,1,1
16,89,5,1,1,1
16,93,5,1,1,1
16,95,6,1,1,1
16,98,6,1,1,1
16,100,6,1,1,1
16,101,6,1,1,1
16,102,6,1,1,1
16,103,6,1,1,1
16,104,6,1,1,1
16,108,6,1,1,1
16,109,6,1,1,1
16,110,6,1,1,1
16,112,7,1,1,1
16,115,7,1,1,1
17,1,1,0,1,2
17,27,1,0,1,2
17,28,1,0,1,2
17,48,2,0,1,2
17,57,2,0,1,2
17,62,2,0,1,2
17,63,2,0,1,2
17,64,2,0,1,2
17,76,3,1,1,2
17,98,4,1,1,2
17,104,4,1,1,2
17,107,4,1,1,2
17,108,4,1,1,2
17,116,4,1,1,2
17,122,4,1,1,2
17,124,4,1,1,2
17,135,4,1,1,2
17,136,4,1,1,2
17,137,4,1,1,2
17,139,4,1,1,2
17,144,4,1,1,2
17,152,4,1,1,2
17,153,4,1,1,2
17,154,4,1,1,2
17,162,5,1,1,2
17,163,5,1,1,2
17,164,5,1,1,2
17,174,5,1,1,2
17,175,5,1,1,2
17,176,5,1,1,2
17,177,5,1,1,2
17,195,5,1,1,2
17,206,5,1,1,2
17,222,7,1,1,2
18,1,1,0,2,1
18,2,1,0,2,1
18,18,1,0,2,1
18,19,1,0,2,1
18,25,1,0,2,1
18,27,1,0,2,1
18,28,1,0,2,1
18,29,1,0,2,1
18,30,1,0,2,1
18,32,1,0,2,1
18,33,1,0,2,1
18,34,2,0,2,1
18,36,2,0,2,1
18,37,2,0,2,1
18,43,2,0,2,1
18,48,2,0,2,1
18,49,2,0,2,1
18,50,2,0,2,1
18,52,2,0,2,1
18,53,2,0,2,1
18,62,2,0,2,1
18,65,2,0,2,1
18,68,2,0,2,1
18,71,2,0,2,1
18,78,2,0,2,1
18,80,2,0,2,1
18,85,3,1,2,1
18,92,3,1,2,1
18,96,3,1,2,1
18,98,3,1,2,1
18,102,3,1,2,1
18,103,3,1,2,1
18,108,3,1,2,1
18,119,4,1,2,1
18,120,4,1,2,1
18,121,4,1,2,1
18,126,4,1,2,1
18,128,4,1,2,1
18,129,4,1,2,1
18,131,4,1,2,1
18,132,4,1,2,1
18,133,4,1,2,1
18,135,4,1,2,1
18,138,4,1,2,1
18,139,4,1,2,1
18,145,4,1,2,1
18,150,4,1,2,1
18,152,4,1,2,1
18,153,4,1,2,1
18,166,5,1,2,1
18,170,5,1,2,1
18,172,5,1,2,1
18,173,5,1,2,1
18,185,5,1,2,1
18,186,5,1,2,1
18,187,5,1,2,1
18,188,5,1,2,1
18,191,5,1,2,1
18,192,5,1,2,1
18,193,5,1,2,1
18,201,6,1,2,1
18,202,6,1,2,1
18,207,6,1,2,1
18,212,6,1,2,1
18,213,6,1,2,1
18,214,6,1,2,1
18,217,6,1,2,1
18,218,6,1,2,1
18,219,6,1,2,1
18,222,6,1,2,1
18,227,6,1,2,1
18,231,6,1,2,1
18,233,6,1,2,1
18,238,6,1,2,1
18,239,6,1,2,1
18,241,6,1,2,1
18,242,6,1,2,1
18,255,7,1,2,1
18,266,7,1,2,1
18,267,7,1,2,1
18,269,7,1,2,1
18,270,7,1,2,1
19,8,1,0,1,2
19,10,1,0,1,2
19,12,1,0,1,2
19,15,1,0,1,2
19,16,1,0,1,2
19,17,1,0,1,2
19,21,1,0,1,2
19,22,1,0,1,2
19,24,1,0,1,2
19,26,2,0,1,2
19,28,2,0,1,2
19,45,2,0,1,2
19,51,2,0,1,2
19,53,2,0,1,2
19,62,3,1,1,2
19,63,3,1,1,2
19,71,3,1,1,2
19,72,3,1,1,2
19,75,3,1,1,2
19,76,3,1,1,2
19,77,3,1,1,2
19,79,3,1,1,2
19,83,3,1,1,2
19,85,3,1,1,2
19,127,4,1,1,2
19,130,4,1,1,2
19,155,6,1,1,2
19,156,6,1,1,2
19,157,6,1,1,2
19,158,6,1,1,2
19,160,6,1,1,2
19,161,7,1,1,2
20,1,1,0,2,1
20,4,1,0,2,1
20,18,1,0,2,1
20,19,1,0,2,1
20,20,1,0,2,1
20,21,1,0,2,1
20,22,1,0,2,1
20,23,1,0,2,1
20,29,1,0,2,1
20,33,1,0,2,1
20,34,1,0,2,1
20,38,1,0,2,1
20,39,1,0,2,1
20,40,1,0,2,1
20,43,1,0,2,1
20,45,1,0,2,1
20,48,2,0,2,1
20,52,2,0,2,1
20,55,2,0,2,1
20,62,2,0,2,1
20,67,2,0,2,1
20,70,2,0,2,1
20,73,2,0,2,1
20,74,2,0,2,1
20,78,2,0,2,1
20,79,2,0,2,1
20,88,2,0,2,1
20,91,2,0,2,1
20,93,2,0,2,1
20,95,3,1,2,1
20,99,3,1,2,1
20,100,3,1,2,1
20,101,3,1,2,1
20,104,3,1,2,1
20,105,3,1,2,1
20,106,3,1,2,1
20,107,3,1,2,1
20,109,3,1,2,1
20,111,3,1,2,1
20,112,3,1,2,1
20,113,3,1,2,1
20,115,3,1,2,1
20,116,3,1,2,1
20,118,3,1,2,1
20,121,3,1,2,1
20,123,3,1,2,1
20,125,3,1,2,1
20,129,3,1,2,1
20,130,3,1,2,1
20,136,4,1,2,1
20,140,4,1,2,1
20,142,4,1,2,1
20,154,4,1,2,1
20,157,4,1,2,1
20,159,4,1,2,1
20,164,5,1,2,1
20,167,5,1,2,1
20,169,5,1,2,1
20,173,5,1,2,1
20,174,5,1,2,1
20,178,5,1,2,1
20,181,5,1,2,1
20,185,5,1,2,1
20,188,5,1,2,1
20,193,5,1,2,1
20,196,6,1,2,1
20,202,6,1,2,1
20,207,6,1,2,1
20,210,6,1,2,1
20,212,7,1,2,1
20,216,7,1,2,1
20,217,7,1,2,1
21,1,1,0,2,1
21,2,1,0,2,1
21,4,1,0,2,1
21,5,1,0,2,1
21,7,1,0,2,1
21,12,1,0,2,1
21,21,1,0,2,1
21,22,1,0,2,1
21,23,1,0,2,1
21,26,2,0,2,1
21,27,2,0,2,1
21,28,2,0,2,1
21,32,2,0,2,1
21,35,2,0,2,1
21,36,2,0,2,1
21,37,2,0,2,1
21,39,2,0,2,1
21,40,2,0,2,1
21,41,2,0,2,1
21,42,2,0,2,1
21,43,2,0,2,1
21,44,2,0,2,1
21,46,2,0,2,1
21,47,2,0,2,1
21,49,2,0,2,1
21,50,2,0,2,1
21,54,2,0,2,1
21,55,3,1,2,1
21,56,3,1,2,1
21,58,3,1,2,1
21,59,3,1,2,1
21,62,3,1,2,1
21,67,3,1,2,1
21,69,3,1,2,1
21,70,3,1,2,1
21,77,3,1,2,1
21,84,3,1,2,1
21,85,3,1,2,1
21,87,3,1,2,1
21,88,3,1,2,1
21,90,3,1,2,1
21,98,4,1,2,1
21,106,4,1,2,1
21,107,4,1,2,1
21,109,4,1,2,1
21,114,4,1,2,1
21,115,4,1,2,1
21,118,4,1,2,1
21,123,4,1,2,1
21,124,4,1,2,1
21,134,5,1,2,1
21,135,5,1,2,1
21,138,5,1,2,1
21,139,5,1,2,1
21,142,5,1,2,1
21,143,5,1,2,1
21,144,5,1,2,1
21,145,5,1,2,1
21,148,5,1,2,1
21,149,5,1,2,1
21,151,5,1,2,1
21,152,5,1,2,1
21,153,5,1,2,1
21,155,5,1,2,1
21,158,5,1,2,1
21,159,5,1,2,1
21,161,5,1,2,1
21,169,5,1,2,1
21,171,5,1,2,1
21,177,5,1,2,1
21,180,5,1,2,1
21,182,5,1,2,1
21,183,5,1,2,1
21,185,5,1,2,1
21,187,5,1,2,1
21,194,6,1,2,1
21,195,6,1,2,1
21,196,6,1,2,1
21,204,6,1,2,1
21,205,6,1,2,1
21,206,6,1,2,1
21,209,6,1,2,1
21,210,6,1,2,1
21,211,6,1,2,1
21,214,6,1,2,1
21,216,6,1,2,1
21,218,6,1,2,1
21,221,6,1,2,1
21,222,6,1,2,1
21,224,6,1,2,1
21,228,6,1,2,1
21,238,6,1,2,1
21,243,6,1,2,1
22,1,1,0,2,2
22,3,1,0,2,2
22,5,1,0,2,2
22,8,1,0,2,2
22,13,1,0,2,2
22,16,2,0,2,2
22,17,2,0,2,2
22,18,2,0,2,2
22,22,2,0,2,2
22,27,2,0,2,2
22,29,2,0,2,2
22,31,2,0,2,2
22,33,2,0,2,2
22,37,2,0,2,2
22,41,2,0,2,2
22,43,2,0,2,2
22,44,2,0,2,2
22,46,2,0,2,2
22,47,2,0,2,2
22,49,3,1,2,2
22,50,3,1,2,2
22,53,3,1,2,2
22,54,3,1,2,2
22,56,3,1,2,2
22,57,3,1,2,2
22,59,3,1,2,2
22,60,3,1,2,2
22,61,3,1,2,2
22,65,3,1,2,2
22,66,3,1,2,2
22,70,3,1,2,2
22,71,3,1,2,2
22,74,4,1,2,2
22,78,4,1,2,2
22,81,4,1,2,2
22,82,4,1,2,2
22,83,4,1,2,2
22,84,4,1,2,2
22,86,4,1,2,2
22,87,4,1,2,2
22,89,4,1,2,2
22,92,4,1,2,2
22,95,4,1,2,2
22,96,4,1,2,2
22,98,5,1,2,2
22,105,5,1,2,2
22,107,5,1,2,2
22,108,5,1,2,2
22,109,5,1,2,2
22,110,5,1,2,2
22,111,5,1,2,2
22,121,5,1,2,2
22,123,5,1,2,2
22,124,5,1,2,2
22,131,5,1,2,2
22,132,6,1,2,2
22,136,6,1,2,2
22,138,6,1,2,2
22,139,6,1,2,2
22,141,6,1,2,2
22,142,6,1,2,2
22,144,6,1,2,2
22,145,6,1,2,2
22,146,6,1,2,2
22,149,6,1,2,2
22,152,6,1,2,2
22,153,6,1,2,2
22,154,6,1,2,2
22,155,7,1,2,2
23,1,1,0,2,2
23,5,1,0,2,2
23,6,1,0,2,2
23,19,1,0,2,2
23,21,1,0,2,2
23,38,2,0,2,2
23,40,2,0,2,2
23,50,2,0,2,2
23,62,3,1,2,2
23,63,3,1,2,2
23,84,3,1,2,2
23,86,3,1,2,2
23,90,4,1,2,2
23,91,4,1,2,2
23,95,4,1,2,2
23,101,4,1,2,2
23,102,4,1,2,2
23,113,5,1,2,2
23,122,5,1,2,2
23,143,6,1,2,2
23,157,6,1,2,2
23,159,6,1,2,2
23,160,6,1,2,2
23,161,6,1,2,2
23,162,6,1,2,2
23,163,6,1,2,2
23,169,6,1,2,2
23,171,7,1,2,2
25,4,1,0,1,1
25,9,1,0,1,1
25,10,1,0,1,1
25,11,1,0,1,1
25,13,1,0,1,1
25,15,1,0,1,1
25,25,1,0,1,1
25,33,1,0,1,1
25,37,1,0,1,1
25,45,1,0,1,1
25,80,1,0,1,1
25,92,2,0,1,1
25,100,2,0,1,1
25,113,2,0,1,1
25,114,2,0,1,1
25,116,2,0,1,1
25,119,2,0,1,1
25,142,2,0,1,1
25,143,2,0,1,1
25,152,2,0,1,1
25,153,2,0,1,1
25,156,2,0,1,1
25,158,2,0,1,1
25,161,3,1,1,1
25,163,3,1,1,1
25,164,3,1,1,1
25,168,3,1,1,1
25,173,3,1,1,1
25,176,3,1,1,1
25,177,3,1,1,1
25,186,3,1,1,1
25,188,3,1,1,1
25,189,3,1,1,1
25,196,3,1,1,1
25,197,3,1,1,1
25,199,3,1,1,1
25,200,3,1,1,1
25,202,3,1,1,1
25,204,3,1,1,1
25,210,3,1,1,1
25,211,3,1,1,1
25,212,3,1,1,1
25,217,3,1,1,1
25,220,3,1,1,1
25,223,3,1,1,1
25,227,4,1,1,1
25,242,4,1,1,1
25,249,4,1,1,1
25,251,4,1,1,1
25,253,4,1,1,1
25,254,4,1,1,1
25,256,4,1,1,1
25,257,4,1,1,1
25,258,4,1,1,1
25,260,4,1,1,1
25,269,4,1,1,1
25,270,4,1,1,1
25,276,4,1,1,1
25,280,4,1,1,1
25,292,4,1,1,1
25,293,4,1,1,1
25,301,5,1,1,1
25,303,5,1,1,1
25,308,5,1,1,1
25,315,5,1,1,1
25,320,5,1,1,1
25,322,5,1,1,1
25,327,5,1,1,1
25,331,5,1,1,1
25,333,5,1,1,1
25,335,5,1,1,1
25,338,5,1,1,1
25,344,5,1,1,1
25,346,5,1,1,1
25,347,5,1,1,1
25,348,5,1,1,1
25,349,5,1,1,1
25,350,5,1,1,1
25,359,5,1,1,1
25,360,5,1,1,1
25,370,6,1,1,1
25,376,6,1,1,1
25,382,6,1,1,1
25,383,6,1,1,1
25,384,6,1,1,1
25,387,6,1,1,1
25,388,6,1,1,1
25,395,6,1,1,1
25,404,6,1,1,1
25,405,6,1,1,1
25,410,6,1,1,1
25,411,6,1,1,1
25,413,6,1,1,1
25,430,7,1,1,1
27,1,1,0,2,2
27,4,1,0,2,2
27,5,1,0,2,2
27,6,1,0,2,2
27,7,1,0,2,2
27,8,1,0,2,2
27,10,1,0,2,2
27,11,1,0,2,2
27,12,1,0,2,2
27,13,2,0,2,2
27,15,2,0,2,2
27,17,2,0,2,2
27,18,2,0,2,2
27,19,2,0,2,2
27,20,2,0,2,2
27,21,2,0,2,2
27,25,2,0,2,2
27,26,2,0,2,2
27,27,2,0,2,2
27,28,2,0,2,2
27,29,2,0,2,2
27,30,2,0,2,2
27,31,3,1,2,2
27,33,3,1,2,2
27,34,3,1,2,2
27,35,3,1,2,2
27,36,3,1,2,2
27,38,3,1,2,2
27,39,3,1,2,2
27,42,3,1,2,2
27,43,4,1,2,2
27,44,4,1,2,2
27,46,4,1,2,2
27,47,4,1,2,2
27,48,4,1,2,2
27,49,4,1,2,2
27,50,4,1,2,2
27,51,4,1,2,2
27,53,4,1,2,2
27,54,4,1,2,2
27,55,5,1,2,2
27,56,5,1,2,2
27,57,5,1,2,2
27,58,5,1,2,2
27,59,5,1,2,2
27,60,5,1,2,2
27,61,5,1,2,2
27,62,5,1,2,2
27,65,5,1,2,2
27,69,6,1,2,2
27,70,6,1,2,2
27,71,6,1,2,2
27,72,6,1,2,2
27,74,6,1,2,2
27,75,6,1,2,2
27,76,6,1,2,2
27,77,6,1,2,2
27,78,6,1,2,2
27,79,6,1,2,2
27,82,6,1,2,2
27,83,6,1,2,2
27,84,6,1,2,2
27,85,6,1,2,2
27,86,7,1,2,2
28,1,1,0,2,2
28,4,1,0,2,2
28,5,1,0,2,2
28,13,1,0,2,2
28,14,1,0,2,2
28,19,1,0,2,2
28,21,1,0,2,2
28,23,2,0,2,2
28,24,2,0,2,2
28,27,2,0,2,2
28,30,2,0,2,2
28,33,2,0,2,2
28,35,2,0,2,2
28,38,2,0,2,2
28,39,2,0,2,2
28,42,2,0,2,2
28,43,2,0,2,2
28,48,2,0,2,2
28,49,2,0,2,2
28,54,2,0,2,2
28,55,3,1,2,2
28,57,3,1,2,2
28,59,3,1,2,2
28,61,3,1,2,2
28,62,3,1,2,2
28,63,3,1,2,2
28,64,3,1,2,2
28,65,3,1,2,2
28,68,3,1,2,2
28,71,3,1,2,2
28,72,3,1,2,2
28,73,3,1,2,2
28,74,3,1,2,2
28,76,3,1,2,2
28,77,3,1,2,2
28,78,3,1,2,2
28,81,4,1,2,2
28,84,4,1,2,2
28,85,4,1,2,2
28,87,4,1,2,2
28,88,4,1,2,2
28,89,4,1,2,2
28,92,4,1,2,2
28,93,4,1,2,2
28,94,4,1,2,2
28,95,4,1,2,2
28,96,4,1,2,2
28,97,4,1,2,2
28,101,4,1,2,2
28,102,4,1,2,2
28,105,4,1,2,2
28,106,4,1,2,2
28,107,4,1,2,2
28,109,4,1,2,2
28,112,4,1,2,2
28,115,5,1,2,2
28,116,5,1,2,2
