Driver,Trip,Week,Treatment,AgeGroup,Gender
93,223,4,1,1,1
93,224,4,1,1,1
93,225,4,1,1,1
93,226,4,1,1,1
93,227,4,1,1,1
93,231,4,1,1,1
93,234,4,1,1,1
93,246,4,1,1,1
93,248,4,1,1,1
93,249,4,1,1,1
93,255,4,1,1,1
93,257,4,1,1,1
93,259,4,1,1,1
93,264,4,1,1,1
93,265,4,1,1,1
93,267,4,1,1,1
93,269,4,1,1,1
93,272,4,1,1,1
93,274,4,1,1,1
93,276,5,1,1,1
93,282,5,1,1,1
93,283,5,1,1,1
93,285,5,1,1,1
93,286,5,1,1,1
93,294,5,1,1,1
93,295,5,1,1,1
93,299,5,1,1,1
93,300,5,1,1,1
93,301,5,1,1,1
93,303,5,1,1,1
93,305,5,1,1,1
93,307,5,1,1,1
93,308,5,1,1,1
93,311,5,1,1,1
93,312,5,1,1,1
93,314,5,1,1,1
93,316,5,1,1,1
93,318,5,1,1,1
93,319,5,1,1,1
93,321,5,1,1,1
93,322,5,1,1,1
93,328,5,1,1,1
93,336,5,1,1,1
93,338,5,1,1,1
93,343,5,1,1,1
93,345,5,1,1,1
93,352,6,1,1,1
93,353,6,1,1,1
93,358,6,1,1,1
93,359,6,1,1,1
93,360,6,1,1,1
93,369,6,1,1,1
93,371,6,1,1,1
93,378,6,1,1,1
93,381,6,1,1,1
93,390,6,1,1,1
93,391,6,1,1,1
93,394,6,1,1,1
93,404,6,1,1,1
93,405,6,1,1,1
93,414,6,1,1,1
93,415,6,1,1,1
93,424,6,1,1,1
93,425,6,1,1,1
93,427,6,1,1,1
93,428,6,1,1,1
93,430,6,1,1,1
93,431,6,1,1,1
93,432,6,1,1,1
93,434,6,1,1,1
93,439,7,1,1,1
95,2,1,0,3,1
95,25,1,0,3,1
95,32,1,0,3,1
95,60,2,0,3,1
95,95,3,1,3,1
95,98,3,1,3,1
95,101,3,1,3,1
95,115,3,1,3,1
95,116,3,1,3,1
95,117,3,1,3,1
95,120,3,1,3,1
95,121,3,1,3,1
95,123,3,1,3,1
95,124,3,1,3,1
95,125,3,1,3,1
95,126,3,1,3,1
95,127,3,1,3,1
95,129,3,1,3,1
95,130,3,1,3,1
95,160,3,1,3,1
95,169,4,1,3,1
95,170,4,1,3,1
95,171,4,1,3,1
95,172,4,1,3,1
95,173,4,1,3,1
95,176,4,1,3,1
95,201,4,1,3,1
95,213,4,1,3,1
95,217,4,1,3,1
95,224,5,1,3,1
95,228,5,1,3,1
95,236,5,1,3,1
95,237,5,1,3,1
95,263,5,1,3,1
95,287,6,1,3,1
95,288,6,1,3,1
95,319,6,1,3,1
95,321,6,1,3,1
95,354,7,1,3,1
96,1,1,0,1,1
96,2,1,0,1,1
96,8,1,0,1,1
96,9,1,0,1,1
96,10,1,0,1,1
96,12,1,0,1,1
96,13,1,0,1,1
96,14,1,0,1,1
96,15,1,0,1,1
96,16,1,0,1,1
96,17,1,0,1,1
96,19,1,0,1,1
96,23,1,0,1,1
96,29,1,0,1,1
96,31,1,0,1,1
96,32,1,0,1,1
96,33,1,0,1,1
96,36,1,0,1,1
96,37,2,0,1,1
96,38,2,0,1,1
96,39,2,0,1,1
96,40,2,0,1,1
96,41,2,0,1,1
96,43,2,0,1,1
96,44,2,0,1,1
96,47,2,0,1,1
96,48,2,0,1,1
96,51,2,0,1,1
96,52,2,0,1,1
96,53,2,0,1,1
96,54,3,1,1,1
96,55,3,1,1,1
96,57,3,1,1,1
96,58,3,1,1,1
96,59,3,1,1,1
96,60,3,1,1,1
96,61,3,1,1,1
96,63,3,1,1,1
96,64,3,1,1,1
96,65,3,1,1,1
96,67,3,1,1,1
96,68,3,1,1,1
96,69,3,1,1,1
96,71,3,1,1,1
96,73,3,1,1,1
96,74,3,1,1,1
96,75,3,1,1,1
96,77,3,1,1,1
96,78,3,1,1,1
96,79,3,1,1,1
96,80,3,1,1,1
96,83,3,1,1,1
96,84,3,1,1,1
96,85,3,1,1,1
96,86,4,1,1,1
96,87,4,1,1,1
96,88,4,1,1,1
96,89,4,1,1,1
96,91,4,1,1,1
96,94,4,1,1,1
96,97,4,1,1,1
96,127,4,1,1,1
96,128,4,1,1,1
96,129,4,1,1,1
96,131,4,1,1,1
96,132,4,1,1,1
96,133,4,1,1,1
96,134,4,1,1,1
96,135,4,1,1,1
96,136,4,1,1,1
96,137,4,1,1,1
96,138,4,1,1,1
96,139,4,1,1,1
96,140,4,1,1,1
96,141,4,1,1,1
96,144,4,1,1,1
96,147,4,1,1,1
96,148,4,1,1,1
96,149,4,1,1,1
96,150,5,1,1,1
96,151,5,1,1,1
96,153,5,1,1,1
96,154,5,1,1,1
96,156,5,1,1,1
96,158,5,1,1,1
96,159,5,1,1,1
96,160,5,1,1,1
96,162,5,1,1,1
96,164,5,1,1,1
96,165,5,1,1,1
96,166,5,1,1,1
96,167,5,1,1,1
96,168,6,1,1,1
96,170,6,1,1,1
96,171,6,1,1,1
96,172,6,1,1,1
96,175,6,1,1,1
96,177,6,1,1,1
96,178,6,1,1,1
96,179,6,1,1,1
96,180,6,1,1,1
96,181,6,1,1,1
96,182,6,1,1,1
96,183,6,1,1,1
96,184,6,1,1,1
96,185,6,1,1,1
96,186,6,1,1,1
96,187,6,1,1,1
96,189,6,1,1,1
96,191,6,1,1,1
96,193,6,1,1,1
96,195,6,1,1,1
96,196,6,1,1,1
96,198,6,1,1,1
96,199,7,1,1,1
98,1,1,0,1,2
98,2,1,0,1,2
98,16,1,0,1,2
98,20,1,0,1,2
98,23,1,0,1,2
98,25,1,0,1,2
98,26,1,0,1,2
98,30,1,0,1,2
98,31,1,0,1,2
98,32,1,0,1,2
98,39,2,0,1,2
98,41,2,0,1,2
98,46,2,0,1,2
98,48,2,0,1,2
98,61,3,1,1,2
98,64,3,1,1,2
98,67,3,1,1,2
98,84,3,1,1,2
98,85,3,1,1,2
98,88,3,1,1,2
98,89,3,1,1,2
98,90,3,1,1,2
98,91,3,1,1,2
98,92,3,1,1,2
98,93,3,1,1,2
98,97,3,1,1,2
98,98,3,1,1,2
98,101,4,1,1,2
98,104,4,1,1,2
98,105,4,1,1,2
98,107,4,1,1,2
98,112,4,1,1,2
98,113,4,1,1,2
98,119,4,1,1,2
98,122,4,1,1,2
98,132,5,1,1,2
98,137,5,1,1,2
98,139,5,1,1,2
98,142,5,1,1,2
98,145,5,1,1,2
98,152,5,1,1,2
98,155,5,1,1,2
98,160,6,1,1,2
98,168,6,1,1,2
98,171,6,1,1,2
98,172,6,1,1,2
98,173,6,1,1,2
98,175,6,1,1,2
98,185,6,1,1,2
98,186,6,1,1,2
98,187,6,1,1,2
98,193,6,1,1,2
98,194,6,1,1,2
98,195,7,1,1,2
99,1,1,0,3,2
99,2,1,0,3,2
99,5,1,0,3,2
99,11,1,0,3,2
99,12,1,0,3,2
99,24,2,0,3,2
99,25,2,0,3,2
99,26,2,0,3,2
99,27,2,0,3,2
99,29,2,0,3,2
99,30,2,0,3,2
99,36,2,0,3,2
99,38,2,0,3,2
99,40,2,0,3,2
99,42,2,0,3,2
99,44,2,0,3,2
99,45,2,0,3,2
99,56,3,1,3,2
99,57,3,1,3,2
99,60,3,1,3,2
99,64,3,1,3,2
99,66,4,1,3,2
99,71,4,1,3,2
99,72,4,1,3,2
99,81,4,1,3,2
99,83,4,1,3,2
99,84,4,1,3,2
99,89,5,1,3,2
99,91,5,1,3,2
99,96,5,1,3,2
99,101,5,1,3,2
99,103,5,1,3,2
99,104,5,1,3,2
99,105,5,1,3,2
99,107,5,1,3,2
99,108,5,1,3,2
99,115,5,1,3,2
99,121,5,1,3,2
99,125,6,1,3,2
99,126,6,1,3,2
99,127,6,1,3,2
99,131,6,1,3,2
99,138,6,1,3,2
99,139,6,1,3,2
99,141,6,1,3,2
99,143,6,1,3,2
99,144,6,1,3,2
99,146,6,1,3,2
99,148,6,1,3,2
99,151,6,1,3,2
99,152,6,1,3,2
99,156,7,1,3,2
100,2,1,0,1,1
100,3,1,0,1,1
100,4,1,0,1,1
100,6,1,0,1,1
100,7,1,0,1,1
100,9,1,0,1,1
100,13,1,0,1,1
100,14,1,0,1,1
100,16,1,0,1,1
100,19,1,0,1,1
100,22,1,0,1,1
100,23,1,0,1,1
100,34,1,0,1,1
100,35,1,0,1,1
100,37,1,0,1,1
100,39,2,0,1,1
100,42,2,0,1,1
100,43,2,0,1,1
100,52,2,0,1,1
100,53,2,0,1,1
100,62,2,0,1,1
100,63,2,0,1,1
100,71,3,1,1,1
100,72,3,1,1,1
100,75,3,1,1,1
100,76,3,1,1,1
100,88,3,1,1,1
100,90,3,1,1,1
100,107,4,1,1,1
100,108,4,1,1,1
100,109,4,1,1,1
100,112,4,1,1,1
100,121,4,1,1,1
100,122,4,1,1,1
100,136,5,1,1,1
100,138,5,1,1,1
100,153,5,1,1,1
100,154,5,1,1,1
100,189,6,1,1,1
100,190,6,1,1,1
100,195,6,1,1,1
100,215,6,1,1,1
101,1,1,0,1,1
101,5,1,0,1,1
101,6,1,0,1,1
101,20,1,0,1,1
101,22,1,0,1,1
101,26,1,0,1,1
101,28,1,0,1,1
101,46,1,0,1,1
101,48,1,0,1,1
101,54,2,0,1,1
101,57,2,0,1,1
101,66,2,0,1,1
101,67,2,0,1,1
101,82,3,1,1,1
101,84,3,1,1,1
101,85,3,1,1,1
101,86,3,1,1,1
101,92,3,1,1,1
101,103,3,1,1,1
101,104,3,1,1,1
101,108,3,1,1,1
101,110,3,1,1,1
101,111,3,1,1,1
101,112,3,1,1,1
101,114,3,1,1,1
101,119,3,1,1,1
101,129,4,1,1,1
101,141,4,1,1,1
101,143,4,1,1,1
101,164,4,1,1,1
101,166,4,1,1,1
101,167,4,1,1,1
101,168,4,1,1,1
101,169,4,1,1,1
101,186,5,1,1,1
101,194,5,1,1,1
101,238,7,1,1,1
102,1,1,0,3,2
102,263,7,1,3,2
103,1,1,0,1,1
103,5,1,0,1,1
103,7,1,0,1,1
103,13,2,0,1,1
103,14,2,0,1,1
103,15,2,0,1,1
103,16,2,0,1,1
103,20,2,0,1,1
103,22,2,0,1,1
103,24,2,0,1,1
103,33,2,0,1,1
103,34,2,0,1,1
103,35,2,0,1,1
103,36,2,0,1,1
103,37,2,0,1,1
103,47,3,1,1,1
103,49,3,1,1,1
103,53,3,1,1,1
103,55,3,1,1,1
103,59,3,1,1,1
103,60,3,1,1,1
103,66,3,1,1,1
103,67,3,1,1,1
103,68,3,1,1,1
103,69,3,1,1,1
103,72,3,1,1,1
103,74,3,1,1,1
103,77,3,1,1,1
103,78,3,1,1,1
103,80,3,1,1,1
103,85,4,1,1,1
103,86,4,1,1,1
103,94,4,1,1,1
103,96,4,1,1,1
103,97,4,1,1,1
103,99,4,1,1,1
103,102,4,1,1,1
103,104,4,1,1,1
103,106,4,1,1,1
103,112,4,1,1,1
103,113,4,1,1,1
103,114,4,1,1,1
103,118,4,1,1,1
103,120,5,1,1,1
103,127,5,1,1,1
103,128,5,1,1,1
103,130,5,1,1,1
103,136,5,1,1,1
103,139,5,1,1,1
103,144,5,1,1,1
103,147,5,1,1,1
103,150,5,1,1,1
103,151,5,1,1,1
103,153,5,1,1,1
103,157,6,1,1,1
103,158,6,1,1,1
103,160,6,1,1,1
103,161,6,1,1,1
103,165,6,1,1,1
103,166,6,1,1,1
103,170,6,1,1,1
103,174,6,1,1,1
104,11,1,0,3,1
104,13,1,0,3,1
104,14,1,0,3,1
104,16,1,0,3,1
104,19,1,0,3,1
104,20,1,0,3,1
104,32,2,0,3,1
104,37,2,0,3,1
104,39,2,0,3,1
104,42,2,0,3,1
104,47,2,0,3,1
104,48,2,0,3,1
104,49,2,0,3,1
104,50,2,0,3,1
104,59,3,1,3,1
104,60,3,1,3,1
104,61,3,1,3,1
104,67,3,1,3,1
104,69,3,1,3,1
104,75,3,1,3,1
104,84,3,1,3,1
104,87,3,1,3,1
104,101,3,1,3,1
104,102,4,1,3,1
104,104,4,1,3,1
104,114,4,1,3,1
104,115,4,1,3,1
104,128,4,1,3,1
104,129,4,1,3,1
104,131,4,1,3,1
104,132,4,1,3,1
104,133,4,1,3,1
104,134,4,1,3,1
104,135,4,1,3,1
104,145,5,1,3,1
104,146,5,1,3,1
104,151,5,1,3,1
104,152,5,1,3,1
104,161,5,1,3,1
104,162,5,1,3,1
104,168,5,1,3,1
104,169,5,1,3,1
104,172,5,1,3,1
104,182,5,1,3,1
104,183,5,1,3,1
104,185,5,1,3,1
104,186,6,1,3,1
104,187,6,1,3,1
104,190,6,1,3,1
104,207,6,1,3,1
105,1,1,0,2,2
105,20,1,0,2,2
105,21,1,0,2,2
105,23,1,0,2,2
105,35,2,0,2,2
105,41,2,0,2,2
105,58,2,0,2,2
105,64,2,0,2,2
105,65,3,1,2,2
105,66,3,1,2,2
105,72,3,1,2,2
105,81,3,1,2,2
105,86,3,1,2,2
105,90,3,1,2,2
105,99,4,1,2,2
105,101,4,1,2,2
105,107,4,1,2,2
105,108,4,1,2,2
105,113,4,1,2,2
105,125,4,1,2,2
105,127,4,1,2,2
105,128,4,1,2,2
105,129,4,1,2,2
105,130,4,1,2,2
105,133,4,1,2,2
105,141,5,1,2,2
105,145,5,1,2,2
105,148,5,1,2,2
105,150,5,1,2,2
105,151,5,1,2,2
105,154,5,1,2,2
105,159,5,1,2,2
105,160,5,1,2,2
105,185,6,1,2,2
105,186,6,1,2,2
105,187,6,1,2,2
105,194,6,1,2,2
105,209,7,1,2,2
106,1,1,0,3,1
106,11,1,0,3,1
106,13,1,0,3,1
106,16,1,0,3,1
106,19,1,0,3,1
106,20,1,0,3,1
106,27,1,0,3,1
106,35,2,0,3,1
106,41,2,0,3,1
106,42,2,0,3,1
106,44,2,0,3,1
106,45,2,0,3,1
106,47,2,0,3,1
106,50,2,0,3,1
106,51,2,0,3,1
106,56,2,0,3,1
106,57,2,0,3,1
106,58,2,0,3,1
106,60,2,0,3,1
106,62,3,1,3,1
106,65,3,1,3,1
106,70,3,1,3,1
106,99,4,1,3,1
106,100,4,1,3,1
106,107,4,1,3,1
106,109,4,1,3,1
106,111,5,1,3,1
106,123,5,1,3,1
106,124,5,1,3,1
106,125,5,1,3,1
106,136,5,1,3,1
106,137,5,1,3,1
106,139,5,1,3,1
106,141,5,1,3,1
106,143,5,1,3,1
106,144,5,1,3,1
106,150,6,1,3,1
106,151,6,1,3,1
106,159,7,1,3,1
106,160,7,1,3,1
106,161,7,1,3,1
107,52,2,0,3,1
107,72,4,1,3,1
107,147,6,1,3,1
107,148,6,1,3,1
108,1,1,0,2,1
108,2,1,0,2,1
108,14,1,0,2,1
108,15,1,0,2,1
108,20,1,0,2,1
108,24,1,0,2,1
108,27,1,0,2,1
108,28,1,0,2,1
108,40,1,0,2,1
108,42,1,0,2,1
108,46,2,0,2,1
108,47,2,0,2,1
108,50,2,0,2,1
108,51,2,0,2,1
108,56,2,0,2,1
108,57,2,0,2,1
108,66,2,0,2,1
108,67,2,0,2,1
108,70,2,0,2,1
108,73,2,0,2,1
108,75,2,0,2,1
108,76,2,0,2,1
108,90,3,1,2,1
108,91,3,1,2,1
108,93,3,1,2,1
108,94,3,1,2,1
108,98,3,1,2,1
108,99,3,1,2,1
108,103,3,1,2,1
108,104,3,1,2,1
108,118,3,1,2,1
108,131,3,1,2,1
108,135,3,1,2,1
108,138,4,1,2,1
108,139,4,1,2,1
108,155,4,1,2,1
108,156,4,1,2,1
108,158,4,1,2,1
108,159,4,1,2,1
108,160,4,1,2,1
108,165,4,1,2,1
108,166,4,1,2,1
108,167,5,1,2,1
108,169,5,1,2,1
108,180,5,1,2,1
108,181,5,1,2,1
108,187,5,1,2,1
108,191,5,1,2,1
108,197,5,1,2,1
108,213,6,1,2,1
108,215,6,1,2,1
108,224,6,1,2,1
108,226,6,1,2,1
108,233,7,1,2,1
108,234,7,1,2,1
109,1,1,0,2,1
109,4,1,0,2,1
109,5,1,0,2,1
109,10,1,0,2,1
109,14,1,0,2,1
109,17,1,0,2,1
109,18,1,0,2,1
109,21,1,0,2,1
109,24,1,0,2,1
109,27,1,0,2,1
109,30,1,0,2,1
109,37,1,0,2,1
109,38,1,0,2,1
109,52,1,0,2,1
109,53,1,0,2,1
109,61,1,0,2,1
109,64,2,0,2,1
109,65,2,0,2,1
109,68,2,0,2,1
109,70,2,0,2,1
109,71,2,0,2,1
109,72,2,0,2,1
109,76,2,0,2,1
109,80,2,0,2,1
109,82,2,0,2,1
109,83,2,0,2,1
109,87,2,0,2,1
109,89,2,0,2,1
109,90,2,0,2,1
109,91,2,0,2,1
109,93,2,0,2,1
109,96,2,0,2,1
109,97,2,0,2,1
109,102,2,0,2,1
109,103,2,0,2,1
109,104,2,0,2,1
109,107,3,1,2,1
109,108,3,1,2,1
109,112,3,1,2,1
109,117,3,1,2,1
109,118,3,1,2,1
109,124,3,1,2,1
109,127,3,1,2,1
109,129,3,1,2,1
109,139,3,1,2,1
109,140,3,1,2,1
109,143,3,1,2,1
109,146,3,1,2,1
109,149,3,1,2,1
109,153,3,1,2,1
109,154,4,1,2,1
109,160,4,1,2,1
109,162,4,1,2,1
109,163,4,1,2,1
109,167,4,1,2,1
109,168,4,1,2,1
109,174,4,1,2,1
109,176,4,1,2,1
109,183,4,1,2,1
109,186,4,1,2,1
109,188,4,1,2,1
109,190,4,1,2,1
109,194,4,1,2,1
109,199,4,1,2,1
109,200,4,1,2,1
109,203,4,1,2,1
109,205,4,1,2,1
109,206,4,1,2,1
109,209,4,1,2,1
109,210,5,1,2,1
109,211,5,1,2,1
109,212,5,1,2,1
109,213,5,1,2,1
109,218,5,1,2,1
109,219,5,1,2,1
109,220,5,1,2,1
109,225,5,1,2,1
109,229,5,1,2,1
109,235,5,1,2,1
109,236,5,1,2,1
109,238,5,1,2,1
109,239,5,1,2,1
109,240,5,1,2,1
109,241,5,1,2,1
109,242,5,1,2,1
109,248,5,1,2,1
109,251,5,1,2,1
109,253,5,1,2,1
109,255,5,1,2,1
109,259,5,1,2,1
109,263,5,1,2,1
109,265,6,1,2,1
109,276,6,1,2,1
109,280,6,1,2,1
109,282,6,1,2,1
109,283,6,1,2,1
109,285,6,1,2,1
109,288,6,1,2,1
109,289,6,1,2,1
109,301,6,1,2,1
109,302,6,1,2,1
109,307,6,1,2,1
109,309,6,1,2,1
109,314,6,1,2,1
109,316,6,1,2,1
109,319,6,1,2,1
109,320,6,1,2,1
109,321,6,1,2,1
109,322,6,1,2,1
109,324,6,1,2,1
109,336,6,1,2,1
109,337,7,1,2,1
109,338,7,1,2,1
109,340,7,1,2,1
109,342,7,1,2,1
110,1,1,0,2,1
110,2,1,0,2,1
110,5,1,0,2,1
110,9,1,0,2,1
110,17,1,0,2,1
110,18,1,0,2,1
110,19,1,0,2,1
110,20,1,0,2,1
110,21,1,0,2,1
110,26,1,0,2,1
110,38,2,0,2,1
110,43,2,0,2,1
110,64,2,0,2,1
110,84,2,0,2,1
110,85,2,0,2,1
110,88,2,0,2,1
110,89,2,0,2,1
110,92,3,1,2,1
110,94,3,1,2,1
110,95,3,1,2,1
110,96,3,1,2,1
110,97,3,1,2,1
110,98,3,1,2,1
110,109,3,1,2,1
110,114,3,1,2,1
110,122,3,1,2,1
110,123,3,1,2,1
110,127,3,1,2,1
110,141,4,1,2,1
110,142,4,1,2,1
110,143,4,1,2,1
110,144,4,1,2,1
110,149,4,1,2,1
110,151,4,1,2,1
110,160,4,1,2,1
110,162,4,1,2,1
110,182,5,1,2,1
110,185,5,1,2,1
110,198,5,1,2,1
110,202,5,1,2,1
110,204,5,1,2,1
110,212,5,1,2,1
110,214,5,1,2,1
110,215,5,1,2,1
110,216,5,1,2,1
110,224,5,1,2,1
110,228,6,1,2,1
110,232,6,1,2,1
110,260,6,1,2,1
110,266,6,1,2,1
110,267,6,1,2,1
110,281,6,1,2,1
110,284,7,1,2,1
110,285,7,1,2,1
110,287,7,1,2,1
110,288,7,1,2,1
110,289,7,1,2,1
111,5,1,0,2,1
111,10,1,0,2,1
111,11,1,0,2,1
111,12,1,0,2,1
111,17,1,0,2,1
111,18,1,0,2,1
111,19,1,0,2,1
111,20,1,0,2,1
111,21,1,0,2,1
111,22,1,0,2,1
111,25,2,0,2,1
111,30,2,0,2,1
111,31,2,0,2,1
111,32,2,0,2,1
111,33,2,0,2,1
111,34,2,0,2,1
111,35,2,0,2,1
111,42,2,0,2,1
111,43,2,0,2,1
111,48,3,1,2,1
111,49,3,1,2,1
111,50,3,1,2,1
111,51,3,1,2,1
111,52,3,1,2,1
111,61,3,1,2,1
111,62,3,1,2,1
111,63,3,1,2,1
111,70,3,1,2,1
111,72,3,1,2,1
111,73,4,1,2,1
111,74,4,1,2,1
111,78,4,1,2,1
111,81,4,1,2,1
111,87,4,1,2,1
111,101,5,1,2,1
111,102,5,1,2,1
111,104,5,1,2,1
111,105,5,1,2,1
111,106,5,1,2,1
111,107,5,1,2,1
111,115,6,1,2,1
111,117,6,1,2,1
111,121,6,1,2,1
111,122,6,1,2,1
111,127,7,1,2,1
111,128,7,1,2,1
111,131,7,1,2,1
111,133,7,1,2,1
112,18,1,0,3,1
112,19,1,0,3,1
112,41,1,0,3,1
112,42,1,0,3,1
112,60,2,0,3,1
112,62,2,0,3,1
112,87,2,0,3,1
112,90,3,1,3,1
112,91,3,1,3,1
112,103,3,1,3,1
112,106,3,1,3,1
112,107,3,1,3,1
112,120,3,1,3,1
112,122,3,1,3,1
112,125,3,1,3,1
112,136,3,1,3,1
112,140,4,1,3,1
112,147,4,1,3,1
112,148,4,1,3,1
112,156,4,1,3,1
112,179,4,1,3,1
112,180,4,1,3,1
112,196,4,1,3,1
112,197,4,1,3,1
112,213,5,1,3,1
112,214,5,1,3,1
112,252,5,1,3,1
112,253,5,1,3,1
112,270,5,1,3,1
112,271,5,1,3,1
112,290,6,1,3,1
112,291,6,1,3,1
112,299,6,1,3,1
112,322,6,1,3,1
112,325,6,1,3,1
112,337,6,1,3,1
112,338,6,1,3,1
112,345,6,1,3,1
112,346,6,1,3,1
112,350,7,1,3,1
112,352,7,1,3,1
114,20,1,0,3,2
114,21,1,0,3,2
114,23,1,0,3,2
114,24,1,0,3,2
114,25,1,0,3,2
114,36,1,0,3,2
114,38,1,0,3,2
114,41,2,0,3,2
114,42,2,0,3,2
114,43,2,0,3,2
114,44,2,0,3,2
114,48,2,0,3,2
114,51,2,0,3,2
114,55,2,0,3,2
114,63,3,1,3,2
114,64,3,1,3,2
114,65,3,1,3,2
114,80,3,1,3,2
114,81,3,1,3,2
114,82,3,1,3,2
114,83,3,1,3,2
114,87,3,1,3,2
114,97,4,1,3,2
114,102,4,1,3,2
114,109,5,1,3,2
114,110,5,1,3,2
114,112,5,1,3,2
114,113,5,1,3,2
114,115,5,1,3,2
114,128,6,1,3,2
114,129,6,1,3,2
114,131,6,1,3,2
114,134,6,1,3,2
114,135,6,1,3,2
114,136,6,1,3,2
114,137,6,1,3,2
115,55,1,0,2,1
115,56,1,0,2,1
115,57,1,0,2,1
115,58,1,0,2,1
115,63,1,0,2,1
115,65,1,0,2,1
115,69,1,0,2,1
115,70,1,0,2,1
115,71,1,0,2,1
115,74,1,0,2,1
115,78,1,0,2,1
115,82,1,0,2,1
115,98,1,0,2,1
115,99,1,0,2,1
115,100,2,0,2,1
115,101,2,0,2,1
115,102,2,0,2,1
115,107,2,0,2,1
115,108,2,0,2,1
115,109,2,0,2,1
115,110,2,0,2,1
115,114,2,0,2,1
115,115,2,0,2,1
115,117,2,0,2,1
115,120,2,0,2,1
115,138,3,1,2,1
115,139,3,1,2,1
115,141,3,1,2,1
115,142,3,1,2,1
115,147,3,1,2,1
115,151,3,1,2,1
115,152,3,1,2,1
115,153,3,1,2,1
115,160,3,1,2,1
115,161,3,1,2,1
115,163,3,1,2,1
115,178,4,1,2,1
115,184,4,1,2,1
115,187,4,1,2,1
115,192,4,1,2,1
115,195,4,1,2,1
115,201,4,1,2,1
115,202,4,1,2,1
115,205,4,1,2,1
115,207,4,1,2,1
115,209,4,1,2,1
115,215,5,1,2,1
115,219,5,1,2,1
115,220,5,1,2,1
115,231,5,1,2,1
115,233,5,1,2,1
115,237,5,1,2,1
115,240,5,1,2,1
115,241,5,1,2,1
115,246,5,1,2,1
115,249,5,1,2,1
115,251,5,1,2,1
115,253,5,1,2,1
115,254,5,1,2,1
115,256,5,1,2,1
115,257,5,1,2,1
115,264,6,1,2,1
115,266,6,1,2,1
115,267,6,1,2,1
115,273,6,1,2,1
115,274,6,1,2,1
115,283,6,1,2,1
115,284,6,1,2,1
115,286,6,1,2,1
115,287,6,1,2,1
115,291,6,1,2,1
115,292,6,1,2,1
115,294,6,1,2,1
115,297,6,1,2,1
115,298,6,1,2,1
115,300,7,1,2,1
117,2,1,0,3,2
117,71,3,1,3,2
117,160,5,1,3,2
117,161,5,1,3,2
117,214,7,1,3,2
